id,tweet,label
713,Coronavirus Bolton sees sharp rise 192 100000 httpstcouKQA8W6UnY,real
714,Former Indian cricketer Uttar Pradesh Cabinet Minister Chetan Chauhan passed complications With 53322 recoveries 24 hours Indias recovery rate improves 72% CoronaUpdate vaccines httpstco4GmMOjYduh,fake
715,burying victims mass graves,fake
716,updates &amp expands list risk severe illness Older adults &amp underlying medical conditions remain increased risk severe illness defined age &amp conditionrelated risks See todays statement httpstcoaCeEMrBNlv httpstcoSIqb8wSank,real
717,Comments quarantined outbreak coronavirusrelated racism httpstco65C2Y5KBE8 httpstcomOJCftI0UU,fake
718,The wrong asymptomatic spread rare,fake
719,"The World Health Organization (WHO) released list habits ""the biggest braindamaging habits",fake
720,French doctors protest discovering fraud,fake
721,payroll data presents covid19 launched patanjalis coronil earning prospects experts companies ease baroda verger paonts wockhardt cipla,fake
722,PIBIndia The increase led surge total number recovered patients 30 lakh (2970,real
723,At todays PTFCOVID19 briefing DG ChikweI announced Nigerias large seroprevalence survey NCDC collaboration nimrnigeria &amp partners conducting household seroprevalence survey understanding transmission httpstcotigPh6ANjr,real
724,Healthcare providers Learn telehealth technology safely provide care patients httpstco8TyUl8ov0h httpstcorOmWIDGT7m,real
725,Bill Gates patent N95,fake
726,CoronaVirusUpdate On steady march conducts total 36 crore tests Tests Per Million (TPM) scale peak 26016 httpstcoHDMcIoF8Zn httpstcol7YUwUo3Jq,real
727,Of 2159 left managed facilities June 916 1313 contacted 800 leaving managed remaining 513 departure facility,real
728,And Godd Tweets Too httpstcoYv0Iax9qDx donaldtrump politics 2020presidentialelection,fake
729,Mycoplasma pneumonia treated quinolones The quinolone discovered chloroquine Mycoplasma pneumonia rare transverse myelitis httpstcoT2Yq3fZO9i,fake
730,A CDCMMWR rate American Indian Alaska Native 35 times nonHispanic white persons 6 23 states Learn httpstcoq1mmzSNE6v httpstcofqOezG7jGx,real
731,finds remedy Covid19 500gms aspirin dissolved lemon juice boiled honey hot,fake
732,The case woman 30s arrived New Zealand July 28 Los Angeles She staying Rydges Auckland routine stay managed,real
733,For watch visit httpstcoSNXT5i8Tf3,real
734,Q What A Keeping 2 metres distance &amp avoiding physical contact Some measures facilitate closure schoolsoffices &amp cancellation socialreligious events For FAQs httpstcodOci2iQS2E httpstcoIZacB3xEtD,real
735,NEWS People Covid19 tests 14 return httpstcoXxIAKbmR3r httpstcoBAd83q10AL,fake
736,Hindus cast idols sea defend,fake
737,Says state secretary hospitals clinics tourism secretary recreate,fake
738,Fenugreek seed tape cure,fake
739,A Muslim woman shouting doctors inspection places,fake
740,Care staff hotspots waiting prompting concerns cope increased demand httpstco19S0VfUIJC,real
741,Acc prolonged facemasks uncomfortable lead CO2 intoxication O2 deficiency Do ensure facemask fits &amp breathe Do reuse MedicalMask &amp change damp httpstcotkBJJSoj0x,real
742,As 835 26th March 65 confirmed 3 discharged 1 death For breakdown states real time httpstcozQrpNeOfet Currently Lagos 44 FCT 11 Ogun 3 Ekiti 1 Oyo 1 Edo 1 Bauchi 2 Osun1 Rivers1,real
743,The lab spread force,fake
744,The experts Nanavati Hospital common treatments patients Vitamin C dry ginger turmeric steam,fake
745,A claim detected major Chinese cities Beijing Shanghai shared repeatedly Facebook Twitter Instagram,fake
746,Weaponizing Coronaviruses Pentagon Funding Chinese Military Lab Director Center Emerging Infectious Diseases Wuhan Institute Virology collects bat viruses &amp genetic engineering lethal &amp infect humans httpstcoPpLcpPYaIu httpstcojsNqdmSdfD,fake
747,The COVAX Facility COVAX vaccines pillar Access Tools (ACT) Accelerator coled CEPIvaccines gavi httpstco6KyDZ6TWWE httpstcon222K5z6hY,real
748,An image shared thousands times multiple posts Facebook alongside claim medicine created US scientists cure,fake
749,SecAzar providing $225 rural communities Further expanding capacity crucial,real
750,HCPs Its inperson newborn visits assess mom baby Talk parents increased stress baby Know children httpstcop8MDGBWNf7 httpstcorM95TdGJ56,real
751,Quinine tonic water 50100mg zinc daily kill Hydroxychloroquine synthetic version Quinine Drink fresh squeezed lemon juice tonic water You'll GOLDEN,fake
752,appears heading lowest daily increase state leader spikes Europe served warning dangers exiting httpstcoFHd1mk3hcw,real
753,Lockdown South Africa collapsed Guys streets looting shops employment money buy food police Control crowds,fake
754,SurgeonGeneral We role play preventing spread COVIDStopsWithMe httpstcoPjvKyJNMaR,real
755,Over projecting 2418 arrivals 2762 departures managed This reduction 344 managed 7,real
756,Arizona 1300 httpstcopDayJIjUbm,real
757,stands compulsory,fake
758,Wuhan imposed resurgence,fake
759,Hydroxychloroquine cures People fear lives,fake
760,Says Asian Hong Kong swine bird flus killed,fake
761,mortality rate Black Americans 4x white double reports httpstcofxqfX4B15A httpstco46yvhmkE0b,real
762,crosses landmark records highest tests single More 105 lakh tests conducted 24 hours All StateUTs conducting 140 testsdaymillion advised Details httpstcorJpGv1chGo ICMRDELHI httpstcoOqqMjpbf4u,real
763,PublicHealth Workers Is difficult stay latest launched Science Update series summaries studies topics Access summaries httpstcojCs6fCR0HA httpstcoNfjFgMhLGj,real
764,304 COVID19Nigeria FCT90 Lagos59 Ondo39 Taraba18 Rivers17 Borno15 Adamawa12 Oyo11 Delta9 Edo6 Bauchi4 Kwara4 Ogun4 Osun4 Bayelsa3 Plateau3 Niger3 Nasarawa2 Kano1 44433 confirmed 31851 discharged 910 deaths httpstcowaSTKebCfs,real
765,A karaoke night Scottish pub linked outbreak httpstco10kQt4KhJU,real
766,Update There managed facilities New Zealand It 96 case acquired locally unknown source,real
767,Our discharges include 100 community recoveries managed Oyo State case management A breakdown state httpstcozQrpNeOfet TakeResponsibility httpstcovLklv1BIVa,real
768,One free fight filling form web link,fake
769,Joins Forces With Mosquito Joe Targeted Virus Control httpstcoJzxDoRNyNP covid19 pesticides,fake
770,kaelaishere Yup And pull numbers totals We're holding hope numbers,real
771,14 confirmed 2 FCT 12 Lagos Of 14 6 detected vessel 3 returning travellers &amp 1 close contact confirmed case As 735 26th March 65 confirmed 3 discharged 1 death httpstco123vN6oNEB,real
772,This year's list considered COVIDspecific metrics including surge capacity httpstcobIoT2d942M httpstco7SlnyIno5l,real
773,The World Bank documented existence kits 2017,fake
774,Boiled garlic water treating,fake
775,Staff Gold Coast Hospital gifted volleyball Tom Hanks,fake
776,Our daily published Weve tracked 254 tests 466k The 7day average minimum daily tests recommended HarvardGH For details httpstcoPZrmH4bl5Y httpstco7nMyUSiraw,real
777,Currently US California Washington State However communities dealing See recommendations preventing spread communities httpstcoqbIZmiuPwQ httpstco3v187R14YN,real
778,They reluctant steps absolutely Cabinet Office Minister Michael Gove confirms pubs bars restaurants England face 10pm curfew table service KayBurley Follow live updates httpstcoyXPRulkCKq httpstco1DOHcdcEsl,real
779,Michigan continues real trouble spot highest number confirmed (after NY NJ) crossing 10000 total (We regime state either) httpstco5Vf1ymWOMH,real
780,Arizona encouraging set numbers Unclear real downward trend bumps upward trajectory httpstco1Dcwe1qEra,real
781,Children 18 patients parent finds study Learn httpstcopN20Dpfd22 httpstcof3RGDWBSta,real
782,NEWS Russian Covid Salisbury door handles httpstco8Lo8K7esAa httpstcoLwnBlIs4k6,fake
783,With 57118 24 hours Indias tally stands 1695988 Indias case fatality rate stands 218% lowest Union Health Minister Dr Harsh Vardhan Covid19 CoronavirusFacts httpstcob0HuQ5uu0o,fake
784,While rising study patients consumed Arsenicum Album30 distributed state department Gujarat A probe diagnosed 19 httpstcoj3SfvkyP21,fake
785,ProfAkinAbayomi COVID19Lagos Updates Lagos confirms12 COVID19Lagos rises 44 839pm 26th Ma,real
786,These high levels recovery 100% increase number recovered 30 ICMRDELHI StaySafe IndiaWillWin httpstcoYTPQCIuQJH,real
787,Stop Making Me Look Bad Trump Blasts Unpatriotic Americans For Dying From Covid19 httpstcodV4tQuCI2z,fake
788,IanOGradyAZ PaulAHealy They provide numbers public labs negatives commercial tests It's close cigar alexismadrigal,real
789,There 63 linked community cluster remain Auckland facility includes 47 household contacts,real
790,Also (obvious typo) correction tweet We've tracked 115 tests 15 alexismadrigal Here's bonus cumulative chart httpstcoJe1grs0weu,real
791,Frequent hand washing soap running water effective ways spread diseases transmitted persontoperson contact touching contaminated surfaces TakeResponsibility &amp loved safe &amp healthy httpstcoQqA57O0omt,real
792,Democrats' dislike US President Donald Trump supersedes desire treat donated plasma,fake
793,RecoveryRate (7731%) 792020 Moreover GoI fasttracked approval kits clinical trials &amp medicines Meanwhile contribute controlling CoronavirusPandemic (23),real
794,Indias maintains high Recovery Rate total Recoveries cross 27 lakh Recovered Patients 35 times Active Cases Details httpstcoA8NasqGPqw IndiaWillWin ICMRDELHI httpstcocsGNNTpIql,real
795,Trump announced Roche Medical Company launch Sunday millions doses ready The play,fake
796,Nationally 7day average deaths begun rise extended decline The highest numbers weve early June httpstcofRlYZeYrxa,real
797,A Facebook argues Florida compares favorably New Jersey New York rate deaths point But timing big reason misleading httpstcotnIVKVMMLJ,fake
798,A study Journal Medical Virology takes 2 patients clear viral RNA With study milder tend longer clear Read httpstconx3OZQ64fG,real
799,NEWS Humans allowed temporary animals permanent httpstcoqhjMsJcw4C httpstcoZY7X9c7mi8,fake
800,As 101 Shivamogga district Karnataka httpstcoVc2HMSJ61U Covid19 COVID19India COVIDUpdates CoronaUpdates CoronavirusIndia CoronavirusPandemic httpstco9rbjM5V3uY,real
801,One crucial addendum piece DrIbram piece missing data breakouts race deaths Not single state reports httpstcoaMJ53mcln1,real
802,A number vaccines phase clinical trials hope number effective vaccines prevent However silver bullet moment beDrTedros,real
803,USS Bonhomme Richard boasts httpstcoB5lCvSIquM,fake
804,Coping With Coronavirus Boredom httpstco2SqdSukMrz quasimodo beavercrossing hobsonschoice,fake
805,NEWS New Government advice perfectly clear woefully confusing depending voted httpstcokllMOI8Nbf httpstcojfzK73U3aA,fake
806,Once covida Im PNG(Papua New Guinea) visible crocodile skin tattoo mom httpstcoNjnQKyrjnf httpstcoOW1UcfCdfJ,fake
807,This case brings total number confirmed 1193 number World Health Organization There New Zealand receiving hospitallevel care,real
808,infectious uncertain As current evidence period infectivity starts 2 prior onset lasts 8 httpstcoHtiPH32yBo CoronavirusIndia (22),real
809,There patients Middlemore Hospital Two stable ward Two ICU critical condition These patients community cluster,real
810,Coronavirus ready ship FDA approves httpstcokeRptUKV33,real
811,Donald Trump calls Chinese Health experts wrong httpstcoGnLUOwNtFk httpstcokceNmhrjai,fake
812,The 2005 study chloroquine inhibitory effects animal cells SARS The drug actual human patients studys authors wrote needed httpstcoryiVuPdNSS,fake
813,Before bouncing FridayFeeling,fake
814,HealthEquity opportunity healthy Learn role culture efforts httpstcoOVro238b8r httpstcoDKPAkpBaee,real
815,PIBIndia CoronaWatch 3769523 total confirmed 2901908 curedrecovered 44337201 samples Here's,real
816,In cure Coronavirus finally,fake
817,A working US informs Ivorian citizens misleading disguising vaccines centers centers,fake
818,endemic,fake
819,Sadly Auckland City Middlemore North Shore hospitals All patients general ward,real
820,Health minister Edward Argar national heard Get latest story httpstcoc4WkZVolPq httpstco3yTjiZe4ur,real
821,News18 5000 students COMEDK,fake
822,The teenager interviewed ensure identify potential contacts action Everybody coming flight Melbourne Auckland managed,real
823,Video President Donald Trump Democrats hoax,fake
824,CDCDirector The latest COVIDView parts US increases indicators tra,real
825,We open economy work httpstcoXgqu3XdmE0 httpstcosCsNevKlUv,fake
826,The crew data4blacklives led yeshican released arguments frame disproportionate impacts disease Black communities httpstcoEHjQlGhjDu httpstcorKpjlPEFna,real
827,auxomedical Covid Act Now tool leaders communities understand affect regions country,real
828,Human peak DecemberMarch Betacoronaviruses peak January httpstcooBqaGfmihr Related Elsevier paywalling articles httpstcoBI2MXFHLNH,fake
829,7 kids died receiving,fake
830,Claim Indian Prime minister Modi crore (10 million) patients treated free,fake
